,CB Link ID,Borough,Latitude,Longitude,Project Status,Active_date,Install_date,neighborhood,Census Tract (CT),IxN Corner,Location,year
1002,LINK-001597,Manhattan,40.800476,-73.968186,Live,2017-10-06,2017-08-25,Upper West Side,1019100.0,SW,"(40.80047593, -73.96818631)",2017
1003,LINK-014604,Queens,40.746609,-73.892368,Live,2018-04-09,2017-07-08,Elmhurst-Maspeth,4026500.0,SW,"(40.74660883, -73.89236832)",2017
1004,LINK-008840,Manhattan,40.746709,-73.986207,Live,2017-08-30,2017-07-29,Midtown-Midtown South,1007600.0,NW,"(40.74670887, -73.98620711)",2017
1005,LINK-020581,Bronx,40.846477,-73.896393,Live,2018-07-26,2018-06-20,Claremont-Bathgate,2039500.0,SE,"(40.84647676, -73.89639316)",2018
1006,LINK-002347,Brooklyn,40.678354,-73.911008,Live,2016-12-09,2016-11-11,Ocean Hill,3037100.0,NW,"(40.678354, -73.911008)",2016
1007,LINK-000315,Manhattan,40.750378,-73.974888,Live,2016-02-29,2016-02-07,Murray Hill-Kips Bay,1008000.0,NW,"(40.75037797, -73.97488777)",2016
1008,LINK-020658,Brooklyn,40.684304,-73.992184,Live,2017-09-18,2017-07-31,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3006900.0,NW,"(40.68430374, -73.9921845)",2017
1010,LINK-001144,Queens,40.737206,-73.88094,Live,2017-07-10,2017-06-03,Elmhurst-Maspeth,4047900.0,MIDBLOCK,"(40.73720596, -73.88093968)",2017
1011,LINK-018133,Brooklyn,40.678286,-73.912185,Live,2018-04-05,2017-09-30,Ocean Hill,3030100.0,MIDBLOCK,"(40.67828559, -73.91218476)",2017
1012,LINK-010567,Brooklyn,40.667346,-73.950809,Live,2017-04-28,2017-03-11,Crown Heights South,3032100.0,NW,"(40.66734613, -73.95080928)",2017
1014,LINK-013841,Manhattan,40.717805,-74.005815,Live,2018-05-24,2018-04-19,SoHo-TriBeCa-Civic Center-Little Italy,1003300.0,NW,"(40.71780497, -74.00581491)",2018
1015,LINK-001695,Manhattan,40.824559,-73.951597,Live,2016-10-06,2016-05-27,Hamilton Heights,1022900.0,NE,"(40.824559, -73.951597)",2016
1016,LINK-011198,Queens,40.747742,-73.88227,Live,2017-09-07,2017-08-19,Elmhurst,4026901.0,SE,"(40.74774238, -73.88227031)",2017
1017,LINK-010346,Manhattan,40.809268,-73.951708,Live,2016-10-14,2016-09-24,Central Harlem South,1022200.0,SE,"(40.8092681, -73.95170768)",2016
1018,LINK-013727,Manhattan,40.752476,-73.970116,Live,2019-02-01,2018-05-19,Turtle Bay-East Midtown,1009000.0,NE,"(40.752476, -73.970116)",2018
1019,LINK-021535,Queens,40.707531,-73.831361,Live,2019-01-15,2017-10-14,Kew Gardens,4077500.0,SW,"(40.70753055, -73.83136082)",2017
1020,LINK-000253,Manhattan,40.736214,-73.9849,Live,2016-07-14,2016-05-21,Gramercy,1004800.0,SE,"(40.736214, -73.9849)",2016
1021,LINK-018383,Staten Island,40.57285,-74.107539,Live,2017-02-28,2017-02-19,New Dorp-Midland Beach,5012200.0,NW,"(40.57285047, -74.10753883)",2017
1022,LINK-010558,Queens,40.761646,-73.924856,Live,2017-08-09,2017-05-12,Astoria,4005900.0,SW,"(40.76164578, -73.92485555)",2017
1023,LINK-012120,Bronx,40.846169,-73.901951,Live,2017-08-01,2017-06-24,Mount Hope,2023100.0,MIDBLOCK,"(40.846169, -73.901951)",2017
1024,LINK-001548,Manhattan,40.797394,-73.970011,Live,2020-11-24,2018-02-24,Upper West Side,1018700.0,NW,"(40.797394, -73.970011)",2018
1025,LINK-000499,Manhattan,40.749537,-73.995245,Live,2016-10-14,2016-08-11,Midtown-Midtown South,1009500.0,NE,"(40.749537, -73.995245)",2016
1026,LINK-011768,Brooklyn,40.670147,-73.950397,Live,2017-02-23,2017-02-03,Crown Heights North,3031702.0,NE,"(40.670147, -73.950397)",2017
1027,LINK-000755,Manhattan,40.760963,-73.973101,Live,2017-05-10,2017-03-18,Midtown-Midtown South,1010200.0,NE,"(40.76096333, -73.97310142)",2017
1028,LINK-006867,Queens,40.738109,-73.885717,Live,2017-01-12,2016-11-19,Elmhurst-Maspeth,4047900.0,SW,"(40.73810857, -73.88571747)",2016
1029,LINK-011149,Manhattan,40.823124,-73.938202,Live,2017-09-22,2017-08-25,Central Harlem North-Polo Grounds,1023400.0,NW,"(40.82312447, -73.938202)",2017
1030,LINK-012925,Queens,40.742211,-73.918995,Live,2017-03-09,2017-02-25,Hunters Point-Sunnyside-West Maspeth,4018300.0,NW,"(40.74221127, -73.91899505)",2017
1031,LINK-011566,Manhattan,40.73196,-73.983802,Live,2016-11-18,2016-10-01,Gramercy,1004800.0,NE,"(40.73195957, -73.98380229)",2016
1032,LINK-000994,Manhattan,40.787247,-73.977646,Live,2016-12-14,2016-11-02,Upper West Side,1017100.0,NW,"(40.78724687, -73.97764565)",2016
1034,LINK-011182,Manhattan,40.822854,-73.953291,Live,2018-04-20,2018-03-03,Hamilton Heights,1022500.0,NW,"(40.82285389, -73.95329055)",2018
1035,LINK-010808,Manhattan,40.720568,-74.006556,Live,2020-10-02,2018-08-01,SoHo-TriBeCa-Civic Center-Little Italy,1003300.0,SE,"(40.72056775, -74.0065562)",2018
1036,LINK-011075,Manhattan,40.739647,-73.979466,Live,2019-01-25,2018-08-09,Murray Hill-Kips Bay,1006600.0,SE,"(40.73964666, -73.97946572)",2018
1037,LINK-018110,Brooklyn,40.680197,-73.944903,Live,2017-03-20,2017-03-02,Bedford,3026900.0,MIDBLOCK,"(40.68019738, -73.94490293)",2017
1038,LINK-002457,Brooklyn,40.670318,-73.958172,Live,2017-02-08,2016-12-22,Crown Heights South,3021300.0,SW,"(40.67031776, -73.95817186)",2016
1039,LINK-005216,Manhattan,40.822268,-73.949906,Live,2017-03-08,2017-02-04,Hamilton Heights,1022500.0,NW,"(40.82226783, -73.9499056)",2017
1040,LINK-014205,Manhattan,40.769506,-73.954609,Live,2019-02-08,2018-05-31,Lenox Hill-Roosevelt Island,1013200.0,MIDBLOCK,"(40.76950566, -73.95460936)",2018
1041,LINK-002234,Brooklyn,40.68789,-73.978202,Live,2017-03-24,2017-02-23,Fort Greene,3003300.0,NE,"(40.68788961, -73.97820169)",2017
1042,LINK-012694,Manhattan,40.745268,-73.994563,Live,2017-10-25,2017-09-10,Hudson Yards-Chelsea-Flatiron-Union Square,1009100.0,SE,"(40.74526758, -73.99456317)",2017
1043,LINK-014139,Queens,40.746707,-73.893448,Live,2017-08-24,2017-07-08,Elmhurst-Maspeth,4026500.0,NE,"(40.74670669, -73.89344842)",2017
1044,LINK-003482,Manhattan,40.795544,-73.969419,Live,2017-08-07,2017-06-30,Upper West Side,1018700.0,NW,"(40.79554394, -73.96941887)",2017
1045,LINK-000845,Manhattan,40.770946,-73.959496,Live,2016-11-07,2016-10-01,Lenox Hill-Roosevelt Island,1012600.0,SE,"(40.770946, -73.959496)",2016
1046,LINK-010160,Manhattan,40.760235,-73.984012,Live,2017-06-12,2017-05-13,Midtown-Midtown South,1012500.0,SW,"(40.76023532, -73.98401196)",2017
1048,LINK-011512,Brooklyn,40.702247,-73.942287,Live,2017-08-02,2017-07-01,East Williamsburg,3049100.0,SE,"(40.702247, -73.942287)",2017
1049,LINK-012611,Queens,40.747153,-73.887926,Live,2017-08-25,2017-07-08,Elmhurst,4026700.0,SW,"(40.74715289, -73.88792592)",2017
1050,LINK-002526,Brooklyn,40.688449,-73.982472,Live,2017-01-30,2016-11-11,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3003700.0,NE,"(40.68844943, -73.98247226)",2016
1052,LINK-002525,Brooklyn,40.688672,-73.98371,Live,2017-03-24,2017-02-23,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3003700.0,SW,"(40.6886723, -73.98371008)",2017
1053,LINK-007299,Manhattan,40.749301,-73.974818,Live,2016-12-09,2016-11-19,Turtle Bay-East Midtown,1008800.0,NE,"(40.74930073, -73.9748182)",2016
1054,LINK-003244,Manhattan,40.721716,-73.993343,Live,2016-08-19,2016-07-22,Chinatown,1003601.0,NE,"(40.721716, -73.993343)",2016
1056,LINK-021389,Queens,40.694676,-73.848587,Live,2017-08-09,2017-07-15,Woodhaven,4002200.0,MIDBLOCK,"(40.69467595, -73.84858743)",2017
1057,LINK-014352,Queens,40.747451,-73.884987,Live,2017-09-07,2017-07-22,Elmhurst,4026901.0,SW,"(40.7474512, -73.88498743)",2017
1058,LINK-012539,Manhattan,40.834189,-73.94545,Live,2018-03-27,2016-12-20,Washington Heights South,1024100.0,SW,"(40.83418925, -73.94544961)",2016
1059,LINK-001677,Manhattan,40.818813,-73.955796,Live,2017-06-14,2017-04-07,Manhattanville,1021900.0,NE,"(40.81881338, -73.95579589)",2017
1060,LINK-007639,Manhattan,40.756018,-73.967467,Live,2018-03-05,2017-08-26,Turtle Bay-East Midtown,1009800.0,SE,"(40.75601841, -73.96746716)",2017
1062,LINK-012620,Manhattan,40.743971,-73.991883,Live,2018-04-05,2017-10-28,Hudson Yards-Chelsea-Flatiron-Union Square,1005800.0,SE,"(40.7439707, -73.99188287)",2017
1063,LINK-018410,Staten Island,40.589032,-74.101684,Live,2017-05-25,2017-04-10,Old Town-Dongan Hills-South Beach,5011401.0,SE,"(40.589032, -74.101684)",2017
1064,LINK-011008,Manhattan,40.744933,-73.991472,Live,2018-02-15,2017-10-07,Midtown-Midtown South,1009500.0,NW,"(40.74493317, -73.99147237)",2017
1065,LINK-001685,Manhattan,40.823821,-73.952581,Live,2017-07-13,2017-05-09,Hamilton Heights,1022500.0,SW,"(40.82382134, -73.95258142)",2017
1066,LINK-001290,Queens,40.743184,-73.951617,Live,2017-03-24,2017-03-11,Hunters Point-Sunnyside-West Maspeth,4000700.0,NW,"(40.74318379, -73.9516172)",2017
1067,LINK-010897,Manhattan,40.800781,-73.946241,Live,2017-01-25,2016-10-15,East Harlem North,1018400.0,NE,"(40.8007812, -73.94624056)",2016
1068,LINK-010715,Manhattan,40.763691,-73.962235,Live,2018-03-20,2017-11-14,Lenox Hill-Roosevelt Island,1011000.0,SW,"(40.7636906, -73.96223547)",2017
1069,LINK-011438,Manhattan,40.833285,-73.945092,Live,2017-02-01,2016-12-20,Washington Heights South,1024100.0,SE,"(40.83328532, -73.94509159)",2016
1070,LINK-012889,Queens,40.761341,-73.92387,Live,2017-06-14,2017-03-25,Astoria,4006100.0,NW,"(40.761341, -73.92387)",2017
1071,LINK-000753,Manhattan,40.760249,-73.973633,Live,2018-03-01,2016-12-21,Midtown-Midtown South,1010200.0,SE,"(40.76024945, -73.9736332)",2016
1072,LINK-020922,Queens,40.753746,-73.917703,Live,2017-11-07,2017-09-30,Hunters Point-Sunnyside-West Maspeth,4017100.0,NW,"(40.75374563, -73.9177028)",2017
1073,LINK-010349,Manhattan,40.811973,-73.945917,Live,2016-12-16,2016-10-29,Central Harlem North-Polo Grounds,1022400.0,SE,"(40.81197343, -73.94591692)",2016
1074,LINK-000151,Manhattan,40.753059,-73.987386,Live,2016-10-27,2016-07-23,Midtown-Midtown South,1011300.0,NW,"(40.75305908, -73.98738603)",2016
1075,LINK-021137,Brooklyn,40.711666,-73.951026,Live,2018-03-30,2017-12-19,North Side-South Side,3051300.0,SE,"(40.71166636, -73.95102615)",2017
1076,LINK-000550,Manhattan,40.764646,-73.984229,Live,2016-04-01,2016-03-18,Midtown-Midtown South,1013100.0,SE,"(40.76464619, -73.98422945)",2016
1077,LINK-007634,Manhattan,40.753496,-73.969261,Live,2018-02-16,2017-11-14,Turtle Bay-East Midtown,1009000.0,SE,"(40.753496, -73.969261)",2017
1078,LINK-013616,Queens,40.741846,-73.91969,Live,2017-03-09,2017-02-25,Hunters Point-Sunnyside-West Maspeth,4018300.0,SE,"(40.74184571, -73.91968964)",2017
1079,LINK-011183,Manhattan,40.791794,-73.968177,Live,2020-10-02,2018-04-30,Upper West Side,1018100.0,MIDBLOCK,"(40.79179421, -73.96817662)",2018
1081,LINK-012216,Manhattan,40.743706,-73.992084,Live,2017-12-04,2017-09-24,Hudson Yards-Chelsea-Flatiron-Union Square,1005800.0,NE,"(40.7437055, -73.99208429)",2017
1082,LINK-000606,Manhattan,40.741481,-73.983198,Live,2017-07-19,2017-06-11,Gramercy,1006800.0,NE,"(40.741481, -73.983198)",2017
1083,LINK-011258,Queens,40.74802,-73.880924,Live,2017-10-06,2017-08-31,Jackson Heights,4027900.0,NE,"(40.74801962, -73.88092373)",2017
1084,LINK-021394,Queens,40.69542,-73.840551,Live,2017-08-09,2017-07-15,Richmond Hill,4002600.0,NW,"(40.69541981, -73.84055056)",2017
1085,LINK-000649,Manhattan,40.745071,-73.980374,Live,2019-02-01,2018-06-05,Murray Hill-Kips Bay,1007200.0,NE,"(40.7450706, -73.98037405)",2018
1086,LINK-014190,Manhattan,40.720188,-73.993068,Live,2016-10-28,2016-10-16,Chinatown,1001800.0,NW,"(40.72018834, -73.99306771)",2016
1087,LINK-021929,Brooklyn,40.677043,-73.899212,Live,2018-01-16,2017-09-23,East New York,3119800.0,SW,"(40.67704253, -73.89921208)",2017
1088,LINK-003316,Manhattan,40.76164,-73.982996,Live,2016-11-11,2016-10-16,Midtown-Midtown South,1013100.0,SW,"(40.76164, -73.982996)",2016
1089,LINK-000355,Manhattan,40.75961,-73.968242,Live,2016-07-19,2016-07-02,Turtle Bay-East Midtown,1010000.0,SW,"(40.75961, -73.968242)",2016
1090,LINK-000529,Manhattan,40.759107,-73.988579,Live,2016-04-11,2016-03-11,Clinton,1012100.0,SW,"(40.75910666, -73.98857946)",2016
1091,LINK-000052,Brooklyn,40.682483,-73.995753,Live,2017-11-21,2017-08-10,Carroll Gardens-Columbia Street-Red Hook,3007500.0,NE,"(40.68248292, -73.99575348)",2017
1092,LINK-012727,Manhattan,40.751522,-73.990112,Live,2017-12-04,2017-10-15,Midtown-Midtown South,1010900.0,SE,"(40.75152164, -73.99011216)",2017
1093,LINK-003357,Manhattan,40.764718,-73.980478,Live,2016-11-18,2016-10-16,Midtown-Midtown South,1013700.0,SE,"(40.7647181, -73.98047755)",2016
1094,LINK-000888,Manhattan,40.782159,-73.951699,Live,2016-03-23,2016-02-15,Upper East Side-Carnegie Hill,1015801.0,NW,"(40.782159, -73.951699)",2016
1095,LINK-000146,Manhattan,40.752339,-73.987574,Live,2016-12-02,2016-06-04,Midtown-Midtown South,1010900.0,SW,"(40.75233922, -73.98757374)",2016
1096,LINK-014247,Brooklyn,40.681346,-73.994047,Live,2018-02-12,2017-12-08,Carroll Gardens-Columbia Street-Red Hook,3007500.0,MIDBLOCK,"(40.68134564, -73.99404694)",2017
1097,LINK-011088,Manhattan,40.804399,-73.966328,Live,2018-01-13,2017-10-11,Morningside Heights,1019900.0,NE,"(40.80439875, -73.96632817)",2017
1098,LINK-000774,Manhattan,40.706242,-74.006244,Live,2018-02-09,2017-11-04,Battery Park City-Lower Manhattan,1000700.0,SW,"(40.70624185, -74.00624351)",2017
1099,LINK-000029,Brooklyn,40.71777,-73.957869,Live,2019-01-29,2017-11-03,North Side-South Side,3055300.0,SW,"(40.71777024, -73.95786908)",2017
1100,LINK-011315,Manhattan,40.79636,-73.938107,Live,2017-02-17,2016-12-18,East Harlem North,1018800.0,NE,"(40.79636046, -73.93810732)",2016
1102,LINK-011268,Queens,40.753139,-73.907454,Live,2018-06-20,2018-04-28,Woodside,4025500.0,MIDBLOCK,"(40.75313917, -73.90745354)",2018
1103,LINK-013170,Manhattan,40.815376,-73.947503,Live,2016-11-16,2016-10-26,Central Harlem North-Polo Grounds,1021500.0,NW,"(40.81537577, -73.94750336)",2016
1104,LINK-000369,Manhattan,40.761604,-73.966388,Live,2016-03-29,2016-02-27,Lenox Hill-Roosevelt Island,1011000.0,NE,"(40.76160412, -73.9663883)",2016
1105,LINK-001122,Queens,40.713167,-73.829809,Live,2016-07-29,2016-07-20,Kew Gardens,4021600.0,NE,"(40.71316697, -73.82980897)",2016
1106,LINK-018064,Brooklyn,40.684549,-73.970225,Live,2017-03-24,2017-03-02,Fort Greene,3017900.0,SW,"(40.68454905, -73.97022462)",2017
1107,LINK-000350,Manhattan,40.758993,-73.968727,Live,2016-07-01,2016-06-04,Turtle Bay-East Midtown,1010000.0,SW,"(40.758993, -73.968727)",2016
1108,LINK-010257,Manhattan,40.843567,-73.937807,Live,2018-03-29,2018-02-03,Washington Heights South,1025300.0,NE,"(40.84356713, -73.93780684)",2018
1109,LINK-006029,Manhattan,40.809412,-73.95903,Live,2016-09-28,2016-07-28,Morningside Heights,1020701.0,NE,"(40.80941222, -73.95902951)",2016
1110,LINK-000190,Manhattan,40.736111,-73.993424,Live,2017-11-01,2017-07-29,Hudson Yards-Chelsea-Flatiron-Union Square,1005200.0,NE,"(40.73611052, -73.99342438)",2017
1111,LINK-002456,Brooklyn,40.669652,-73.958261,Live,2016-12-09,2016-11-11,Crown Heights South,3032500.0,SE,"(40.66965209, -73.95826142)",2016
1112,LINK-005931,Manhattan,40.805516,-73.966052,Live,2016-07-20,2016-07-02,Morningside Heights,1019900.0,SW,"(40.80551623, -73.96605183)",2016
1113,LINK-000567,Manhattan,40.761816,-73.986606,Live,2016-04-27,2016-03-18,Clinton,1012700.0,NW,"(40.761816, -73.986606)",2016
1115,LINK-013111,Manhattan,40.807779,-73.945253,Live,2016-12-16,2016-11-05,Central Harlem South,1020000.0,NE,"(40.807779, -73.945253)",2016
1116,LINK-021398,Queens,40.697902,-73.835657,Live,2017-08-09,2017-07-22,Richmond Hill,4013000.0,MIDBLOCK,"(40.69790215, -73.83565709)",2017
1117,LINK-011998,Manhattan,40.811205,-73.953849,Live,2018-08-30,2018-04-07,Morningside Heights,1020901.0,SE,"(40.81120483, -73.95384878)",2018
1118,LINK-011982,Manhattan,40.743493,-73.985972,Live,2016-12-09,2016-11-19,Hudson Yards-Chelsea-Flatiron-Union Square,1005600.0,SE,"(40.74349317, -73.98597197)",2016
1119,LINK-012818,Manhattan,40.740772,-73.998204,Live,2018-03-20,2017-11-11,Hudson Yards-Chelsea-Flatiron-Union Square,1008100.0,MIDBLOCK,"(40.74077246, -73.9982041)",2017
1120,LINK-013228,Manhattan,40.809186,-73.948591,Live,2016-12-16,2016-10-26,Central Harlem South,1022200.0,NW,"(40.80918643, -73.94859133)",2016
1121,LINK-020653,Brooklyn,40.689408,-73.988729,Live,2017-10-06,2017-07-27,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3004300.0,NW,"(40.68940822, -73.9887287)",2017
1122,LINK-000496,Manhattan,40.749122,-73.995553,Live,2016-04-07,2016-03-18,Midtown-Midtown South,1009500.0,NE,"(40.749122, -73.995553)",2016
1123,LINK-002076,Manhattan,40.834722,-73.944176,Live,2017-07-20,2017-06-10,Washington Heights South,1024500.0,NE,"(40.834722, -73.944176)",2017
1124,LINK-000164,Manhattan,40.760641,-73.984466,Live,2016-07-18,2016-04-30,Midtown-Midtown South,1012500.0,SE,"(40.76064069, -73.98446631)",2016
1125,LINK-021020,Queens,40.754136,-73.919819,Live,2017-10-23,2017-08-31,Astoria,4015900.0,NW,"(40.75413552, -73.91981871)",2017
1126,LINK-012326,Manhattan,40.762147,-73.963354,Live,2018-02-22,2017-10-28,Lenox Hill-Roosevelt Island,1011000.0,MIDBLOCK,"(40.76214654, -73.96335362)",2017
1127,LINK-014207,Manhattan,40.800405,-73.961891,Live,2018-05-31,2018-04-03,Morningside Heights,1019300.0,SE,"(40.80040455, -73.96189127)",2018
1129,LINK-007144,Manhattan,40.77653,-73.983015,Live,2016-10-07,2016-08-19,Lincoln Square,1015300.0,SE,"(40.77653006, -73.98301515)",2016
1130,LINK-011103,Queens,40.747627,-73.884644,Live,2018-02-28,2017-07-22,Jackson Heights,4028300.0,NE,"(40.74762687, -73.88464352)",2017
1131,LINK-000920,Manhattan,40.769816,-73.981929,Live,2016-09-30,2016-04-30,Lincoln Square,1014500.0,NE,"(40.76981619, -73.98192926)",2016
1132,LINK-000264,Manhattan,40.739528,-73.982489,Live,2016-12-05,2016-10-29,Murray Hill-Kips Bay,1006600.0,NE,"(40.739528, -73.982489)",2016
1133,LINK-013359,Manhattan,40.807818,-73.94583,Live,2017-01-09,2016-11-14,Central Harlem South,1022200.0,SW,"(40.80781772, -73.94583035)",2016
1134,LINK-000180,Manhattan,40.764672,-73.982363,Live,2016-07-19,2016-05-14,Midtown-Midtown South,1013700.0,NW,"(40.76467196, -73.98236264)",2016
1135,LINK-000684,Manhattan,40.75679,-73.971263,Live,2017-07-13,2017-03-19,Turtle Bay-East Midtown,1010000.0,SE,"(40.75679025, -73.97126273)",2017
1136,LINK-000535,Manhattan,40.761094,-73.986828,Live,2016-04-12,2016-03-24,Midtown-Midtown South,1012500.0,NE,"(40.761094, -73.986828)",2016
1137,LINK-018411,Staten Island,40.589488,-74.101271,Live,2018-07-19,2018-06-29,Old Town-Dongan Hills-South Beach,5011401.0,NE,"(40.58948831, -74.10127071)",2018
1138,LINK-012192,Manhattan,40.717726,-74.00561,Live,2018-05-24,2018-04-19,SoHo-TriBeCa-Civic Center-Little Italy,1003300.0,SE,"(40.71772575, -74.00560969)",2018
1139,LINK-000232,Manhattan,40.748383,-73.976344,Live,2016-03-10,2016-02-28,Murray Hill-Kips Bay,1008000.0,NW,"(40.74838329, -73.9763443)",2016
1140,LINK-011423,Brooklyn,40.655746,-74.006549,Live,2018-05-02,2018-02-26,Sunset Park West,3001800.0,NW,"(40.65574578, -74.00654892)",2018
1141,LINK-011822,Manhattan,40.844756,-73.936847,Live,2020-12-01,2017-12-06,Washington Heights South,1026100.0,NE,"(40.84475573, -73.93684737)",2017
1142,LINK-013806,Manhattan,40.753978,-73.988322,Live,2017-06-14,2017-04-01,Midtown-Midtown South,1011300.0,SE,"(40.75397801, -73.98832163)",2017
1143,LINK-012540,Manhattan,40.827925,-73.945775,Live,2018-01-12,2017-10-19,Hamilton Heights,1023300.0,NW,"(40.82792507, -73.94577543)",2017
1145,LINK-011208,Queens,40.752279,-73.929055,Live,2018-02-21,2017-12-14,Queensbridge-Ravenswood-Long Island City,4005500.0,NW,"(40.75227852, -73.92905463)",2017
1147,LINK-021228,Brooklyn,40.715732,-73.964243,Live,2018-02-01,2017-11-17,North Side-South Side,3055500.0,NE,"(40.71573175, -73.96424309)",2017
1148,LINK-013275,Manhattan,40.751224,-73.990592,Live,2019-01-17,2018-05-12,Midtown-Midtown South,1010900.0,NW,"(40.75122432, -73.9905922)",2018
1149,LINK-000853,Manhattan,40.773003,-73.958474,Live,2016-03-24,2016-02-15,Upper East Side-Carnegie Hill,1012800.0,SW,"(40.773003, -73.958474)",2016
1150,LINK-021803,Queens,40.748798,-73.87355,Live,2018-02-08,2017-11-22,Jackson Heights,4027300.0,NE,"(40.74879795, -73.87355043)",2017
1151,LINK-000337,Manhattan,40.755356,-73.971251,Live,2016-03-08,2016-02-08,Turtle Bay-East Midtown,1010000.0,NW,"(40.75535623, -73.97125096)",2016
1152,LINK-002668,Brooklyn,40.667305,-73.987979,Live,2017-04-03,2017-03-06,Park Slope-Gowanus,3013900.0,SW,"(40.667305, -73.987979)",2017
1153,LINK-010614,Manhattan,40.753067,-74.003811,Live,2019-01-25,2018-08-07,Hudson Yards-Chelsea-Flatiron-Union Square,1009900.0,SE,"(40.753067, -74.003811)",2018
1154,LINK-000509,Manhattan,40.753107,-73.992947,Live,2017-06-30,2017-05-26,Hudson Yards-Chelsea-Flatiron-Union Square,1011100.0,NW,"(40.75310732, -73.99294717)",2017
1156,LINK-000842,Manhattan,40.770545,-73.960254,Live,2016-03-29,2016-03-05,Upper East Side-Carnegie Hill,1012800.0,NW,"(40.770545, -73.960254)",2016
1157,LINK-011001,Manhattan,40.731923,-73.985131,Live,2018-08-01,2018-03-10,East Village,1004000.0,MIDBLOCK,"(40.73192289, -73.98513107)",2018
1158,LINK-020756,Brooklyn,40.736913,-73.955453,Live,2017-08-02,2017-07-01,Greenpoint,3056300.0,MIDBLOCK,"(40.73691349, -73.95545319)",2017
1159,LINK-000938,Manhattan,40.776626,-73.982323,Live,2020-11-17,2018-04-04,Lincoln Square,1015300.0,NW,"(40.77662556, -73.98232347)",2018
1161,LINK-012679,Manhattan,40.751188,-73.971061,Live,2018-04-18,2018-01-27,Turtle Bay-East Midtown,1009000.0,NE,"(40.75118754, -73.97106076)",2018
1162,LINK-000328,Manhattan,40.753196,-73.972445,Live,2016-02-19,2016-02-07,Turtle Bay-East Midtown,1009000.0,SE,"(40.753196, -73.972445)",2016
1163,LINK-008695,Manhattan,40.745968,-73.994039,Live,2017-01-18,2016-11-23,Midtown-Midtown South,1009500.0,NE,"(40.74596848, -73.99403913)",2016
1164,LINK-013970,Manhattan,40.732247,-73.985132,Live,2016-10-25,2016-10-01,East Village,1004000.0,SW,"(40.73224694, -73.9851321)",2016
1165,LINK-000120,Manhattan,40.745127,-73.988671,Live,2016-11-02,2016-10-15,Hudson Yards-Chelsea-Flatiron-Union Square,1005800.0,SE,"(40.74512705, -73.98867089)",2016
1166,LINK-001712,Staten Island,40.565852,-74.114224,Live,2017-02-22,2017-01-31,Oakwood-Oakwood Beach,5012806.0,MIDBLOCK,"(40.56585176, -74.11422426)",2017
1167,LINK-000163,Manhattan,40.760266,-73.984857,Live,2016-07-18,2016-05-14,Midtown-Midtown South,1012500.0,NW,"(40.76026604, -73.9848567)",2016
1168,LINK-012768,Manhattan,40.848444,-73.934241,Live,2018-03-01,2017-12-06,Washington Heights South,1026100.0,SE,"(40.84844385, -73.934241)",2017
1169,LINK-007870,Manhattan,40.75678,-73.96698,Live,2018-02-08,2017-08-26,Turtle Bay-East Midtown,1009800.0,NE,"(40.75678, -73.96698)",2017
1170,LINK-010260,Manhattan,40.850038,-73.933342,Live,2018-06-05,2017-12-05,Washington Heights North,1027100.0,NW,"(40.85003751, -73.93334198)",2017
1171,LINK-018092,Brooklyn,40.671355,-73.957793,Live,2019-03-20,2017-11-10,Crown Heights North,3021700.0,NW,"(40.671355, -73.957793)",2017
1172,LINK-012666,Manhattan,40.80663,-73.950256,Live,2017-09-12,2017-07-19,Central Harlem South,1022000.0,NW,"(40.80662994, -73.95025609)",2017
1173,LINK-000484,Manhattan,40.766638,-73.983092,Live,2016-07-07,2016-03-10,Clinton,1013900.0,SW,"(40.76663812, -73.98309182)",2016
1174,LINK-013873,Manhattan,40.747904,-73.992745,Live,2016-12-16,2016-10-22,Midtown-Midtown South,1009500.0,SE,"(40.747904, -73.992745)",2016
1175,LINK-001116,Queens,40.700926,-73.826205,Live,2017-06-06,2017-05-06,Richmond Hill,4014201.0,NE,"(40.70092643, -73.82620488)",2017
1176,LINK-014256,Manhattan,40.738351,-74.005466,Live,2018-10-12,2018-02-04,West Village,1007700.0,MIDBLOCK,"(40.73835105, -74.00546559)",2018
1177,LINK-019891,Queens,40.758221,-73.91723,Live,2018-01-09,2017-09-30,Astoria,4015500.0,NE,"(40.758221, -73.91723)",2017
1178,LINK-000802,Queens,40.704216,-73.797743,Live,2017-02-03,2016-12-20,Jamaica,4044601.0,SE,"(40.70421585, -73.79774312)",2016
1179,LINK-013858,Manhattan,40.717095,-73.990581,Live,2018-02-09,2017-11-11,Chinatown,1001600.0,SE,"(40.71709475, -73.99058102)",2017
1180,LINK-019781,Queens,40.751149,-73.934943,Live,2018-01-10,2017-09-30,Queensbridge-Ravenswood-Long Island City,4003100.0,SE,"(40.75114906, -73.93494274)",2017
1181,LINK-001684,Manhattan,40.823326,-73.953041,Live,2016-07-01,2016-06-17,Hamilton Heights,1022500.0,SW,"(40.823326, -73.953041)",2016
